,date,likes,reposts,views,comments,name,price,product_category,catalog_category,time,time_category
275,26.11.2023,28,31,9349,0,Шикарный тройной комплект белья с поясом ,1690,комплекты,комплекты,06:45:01,утреннее
276,26.11.2023,31,20,15556,0,Мягкие плюшевые худи молочного цвета ,2350,худи,блузки/рубашки/свитера,04:51:00,ночное
277,26.11.2023,67,66,16624,0,Комплект с боди и перчатками винного цвета ,1690,комплекты,комплекты,00:25:00,ночное
278,25.11.2023,39,32,12629,0,Джемпер с вырезом-сердечком ,2350,джемперы,блузки/рубашки/свитера,22:26:26,ночное
279,25.11.2023,148,149,37831,1,Пеньюар с креплением для чулок ,1790,пеньюары,комплекты,14:30:46,дневное
280,25.11.2023,42,34,16194,2,Мягкие теплые костюмы свитером-поло ,3250,костюмы,комплекты,11:30:33,утреннее
281,24.11.2023,39,28,12967,2,Малиновый комплект белья с поясом в сердечки ,1690,комплекты,комплекты,07:55:38,утреннее
282,23.11.2023,35,29,14595,0,Шикарный комплект с поясом и цветочной вышивкой ,1790,комплекты,комплекты,06:42:56,утреннее
283,22.11.2023,32,28,13310,0,Трикотажные платья-миди с фигурным декольте ,2550,платья,платья,00:15:00,ночное
284,21.11.2023,37,19,15675,0,Шикарные лиловые комплекты с поясом ,1690,комплекты,комплекты,21:36:00,вечернее
285,21.11.2023,101,65,21823,0,Атласные брючные комплекты изумрудного цвета ,2950,комплекты,комплекты,14:18:05,дневное
286,21.11.2023,76,92,25697,0,шикарный комплект с подвязками ,1790,комплекты,комплекты,08:48:35,утреннее
287,21.11.2023,36,31,15329,0,Трикотажные платья-миди с разрезом ,1890,платья,платья,06:25:38,утреннее
288,20.11.2023,72,65,17870,0,Шикарные боди по фигуре с кружевными вставками ,1550,боди,блузки/рубашки/свитера,11:29:44,утреннее
289,19.11.2023,607,591,90786,10,Пеньюар с креплением для чулок ,1790,пеньюары,комплекты,15:09:29,дневное
290,19.11.2023,58,35,15551,0,Нежный джемпер с вышивкой в сердечки ,2690,джемперы,блузки/рубашки/свитера,12:38:00,дневное
291,19.11.2023,60,37,14436,0,Трикотажные платья с открытой спинкой ,2550,платья,платья,10:05:51,утреннее
292,18.11.2023,181,106,33621,7,Приталенное платье с цветочным принтом ,2790,платья,платья,17:48:13,дневное
293,18.11.2023,23,23,7857,0,Шикарный комплект белья с поясом ,1690,комплекты,комплекты,14:25:51,дневное
294,18.11.2023,27,20,11236,0,Идеальный мягкий тёплый комплект с джемпером-поло и свободными брюками ,3250,комплекты,комплекты,11:58:02,утреннее
295,18.11.2023,31,16,9572,0,Хлопковые комплекты для дома и пляжа ,2350,комплекты,комплекты,06:47:43,утреннее
296,17.11.2023,37,30,10640,0,Нежно-розовый комплект с поясом ,1690,комплекты,комплекты,17:22:17,дневное
297,17.11.2023,41,24,9464,0,Укороченные джемперы с контрастным краем ,1890,джемперы,блузки/рубашки/свитера,13:54:15,дневное
298,17.11.2023,44,39,13534,0,Шикарный комплект белья с поясом и чулками ,1790,комплекты,комплекты,07:52:33,утреннее
299,16.11.2023,51,36,13343,0,Идеальные брючные костюмы с жилетом ,3250,костюмы,комплекты,12:48:37,дневное
300,16.11.2023,39,28,9368,1,Сияющие платья не бретелях ,1790,платья,платья,10:59:57,утреннее
301,16.11.2023,65,76,23070,1,Комплект белья с юбкой и чокером ,1790,платья,платья,08:10:54,утреннее
302,16.11.2023,42,23,9432,0,Небесно-голубой свитер с облачным принтом ,2550,свитеры,блузки/рубашки/свитера,05:58:21,ночное
303,15.11.2023,53,32,19243,0,Рубашка в сердечки с воротником ,2250,рубашки,блузки/рубашки/свитера,18:03:04,вечернее
304,15.11.2023,19,8,7644,0,Нежно-розовый комплект белья с поясом ,1690,комплекты,комплекты,14:28:15,дневное
305,15.11.2023,107,76,36637,1,Плиссированные платья-макси с поясом ,2590,платья,платья,11:39:24,утреннее
306,15.11.2023,23,28,8420,0,Тройной комплект в сердечки ,1690,комплекты,комплекты,09:37:35,утреннее
307,14.11.2023,19,20,6099,0,Комплект белья с юбкой и перчатками ,1690,платья,платья,16:27:52,дневное
308,14.11.2023,55,28,10321,0,Платья-макси из хлопка с принтом в сердечки ,2590,платья,платья,14:40:11,дневное
309,14.11.2023,103,111,33619,0,Яркий комплект белья с поясом ,1690,комплекты,комплекты,11:45:41,утреннее
310,14.11.2023,33,20,7874,1,Платья-миди со шнуровкой на спине ,2390,платья,платья,09:55:31,утреннее
311,13.11.2023,23,13,10378,0,Хлопковые платья с поясом на талии ,2550,платья,платья,09:10:44,утреннее
312,11.11.2023,45,17,16336,0,Платья с принтом в стиле кантри ,2950,платья,платья,16:13:25,дневное
313,11.11.2023,22,19,10079,0,Шикарный комплект белья с юбкой и перчатками ,1790,платья,платья,12:35:15,дневное
314,11.11.2023,57,38,14330,0,Атласные брючные комплекты ,2890,комплекты,комплекты,06:40:35,утреннее
315,10.11.2023,52,44,17535,2,Атласные комплекты с лифом и шортиками ,1790,комплекты,комплекты,18:43:25,вечернее
316,10.11.2023,66,43,16940,0, Дизайнерские платья приталенного кроя ,2790,платья,платья,17:49:08,дневное
317,10.11.2023,13,8,9024,0,Лавандовая куртка-рубашка в клетку ,2390,куртки,верхняя одежда,13:16:56,дневное
318,10.11.2023,30,18,9449,0,Нежно-розовый комплект с поясом ,1790,комплекты,комплекты,11:01:27,утреннее
319,10.11.2023,46,46,9704,0,Комплект белья с поясом и перчатками ,1790,комплекты,комплекты,08:28:22,утреннее
320,09.11.2023,127,70,22371,1,Изумрудные брючные костюмы из плотного атласа ,2950,костюмы,комплекты,16:17:11,дневное
321,09.11.2023,176,151,49334,4,Идеальный черный комплект с поясом ,1590,комплекты,комплекты,14:39:23,дневное
322,09.11.2023,38,28,11270,0,Хлопковые рубашки с вышивкой ришелье ,1890,рубашки,блузки/рубашки/свитера,08:54:59,утреннее
323,08.11.2023,30,22,8545,0,Нежно-розовый комплект белья с поясом ,1690,комплекты,комплекты,20:42:00,вечернее
324,08.11.2023,63,41,24619,1,Мягкие теплые костюмы со свитером-поло ,3290,костюмы,комплекты,19:34:16,вечернее
325,08.11.2023,28,16,10283,0,Платья с открытыми плечами и цветочным принтом ,2390,платья,платья,13:44:39,дневное
326,07.11.2023,155,101,28387,0,Шортики с высокой посадкой объемного кроя ,1790,шорты,брюки/комбинезоны/джинсы,14:03:14,дневное
327,07.11.2023,26,23,19914,2,Мягкие свитшоты-зефирки с флисом ,1390,свиттшоты,блузки/рубашки/свитера,07:34:55,утреннее
328,06.11.2023,47,41,19825,0,Трикотажные платья-макси с поясом ,2790,платья,платья,18:00:18,вечернее
329,06.11.2023,36,15,13613,0,Хлопковые костюмы с жилетом,2690,костюмы,комплекты,06:52:18,утреннее
330,05.11.2023,62,84,22517,0,Шикарный комплект из сеточки с перчатками ,1890,комплекты,комплекты,18:50:12,вечернее
331,05.11.2023,37,29,9368,0,Трикотажные платья с открытой спинкой ,2290,платья,платья,08:58:16,утреннее
332,04.11.2023,44,21,19177,0,Белые юбочки из эко-кожи ,1790,платья,платья,21:24:17,вечернее
333,04.11.2023,35,27,10182,0,Флисовый свиттшот в цвета фламинго с молнией ,2350,свиттшоты,блузки/рубашки/свитера,11:33:22,утреннее
334,03.11.2023,47,18,12916,0,Брючные костюм с жилетом ,3550,костюмы,комплекты,07:56:27,утреннее
335,02.11.2023,37,22,15194,2,Рубашки в винтажном стиле ,2350,рубашки,блузки/рубашки/свитера,11:56:26,утреннее
336,02.11.2023,25,14,11569,0,Трикотажные платья по фигуре ,2690,платья,платья,07:33:17,утреннее
337,01.11.2023,42,29,13190,0,Мягкие трикотажные костюмы свободного кроя ,3890,костюмы,комплекты,11:54:49,утреннее
338,31.10.2023,19,5,10231,0,Хлопковые брючные костюмы с жилетом ,3290,костюмы,комплекты,20:46:39,вечернее
339,31.10.2023,45,39,14106,0,Шикарный алый комплект с перчатками ,1790,комплекты,комплекты,14:44:34,дневное
340,31.10.2023,34,27,12728,1,Для самой уютной и теплой зимы ,2550,костюмы,комплекты,11:24:53,утреннее
341,31.10.2023,14,13,7734,1, Идеальные трикотажные костюмы с юбкой и укороченным джемпером,3250,платья,платья,10:16:26,утреннее
342,30.10.2023,48,26,12551,0,Платья приталенного кроя с открытыми плечами ,2790,платья,платья,19:27:22,вечернее
343,30.10.2023,692,571,86405,10,Хлопковые комплекты с вышивкой ришелье ,2250,комплекты,комплекты,10:03:03,утреннее
344,30.10.2023,60,29,33973,6,Укороченные фактурные свитера с высоким воротом ,2290,свитеры,блузки/рубашки/свитера,05:21:53,ночное
345,29.10.2023,30,23,6851,0,Идеальный боди в сеточку ,1390,боди,блузки/рубашки/свитера,15:08:27,дневное
346,29.10.2023,64,30,14996,0,Костюм с пиджаком и юбкой в гусиную лапку ,4350,платья,платья,09:48:12,утреннее
347,28.10.2023,43,35,19591,0,Бархатные платья с воротником и манжетами ,2890,платья,платья,19:18:08,вечернее
348,28.10.2023,37,54,13979,0,Комплекты белья с поясом для чулок ,1790,комплекты,комплекты,15:24:55,дневное
349,28.10.2023,67,57,15332,2,Трикотажные платья с открытой спинкой ,2290,платья,платья,08:34:35,утреннее
350,27.10.2023,66,84,17450,0,"Атласные тройные комплекты с лифом, шортиками и халатом ",2590,комплекты,комплекты,10:33:31,утреннее
351,27.10.2023,38,21,15076,0,Мягкие теплые костюмы свитером-поло ,3290,костюмы,комплекты,08:30:57,утреннее
352,27.10.2023,59,35,14042,2,Пушистые мягкие кардиганы ,2550,кардиганы,верхняя одежда,05:01:50,ночное
353,26.10.2023,24,14,11444,0,Платье в винтажном стиле с принтом ,2790,платья,платья,19:12:09,вечернее
354,26.10.2023,76,55,19740,0,Трикотажные платья макси с поясом ,2790,платья,платья,13:50:05,дневное
355,26.10.2023,39,26,13439,1,Атласные комплекты с шортиками ,1790,комплекты,комплекты,11:18:33,утреннее
356,26.10.2023,31,12,9661,0,Трикотажные кардиганы с вышитыми сердечками ,2690,кардиганы,верхняя одежда,08:43:41,утреннее
357,26.10.2023,37,31,7421,0, Комплекты белья из сеточки в горошек ,1550,комплекты,комплекты,06:14:38,утреннее
358,25.10.2023,31,19,13825,0,Платья с ярким принтом и воротничком ,2790,платья,платья,18:55:13,вечернее
359,25.10.2023,19,16,8583,0,Трикотажные водолазки с фигурным вырезом ,1690,водолазки,блузки/рубашки/свитера,11:10:30,утреннее
360,24.10.2023,47,22,19171,2,Трикотажные костюмы с джемпером и юбкой ,3350,платья,платья,18:30:45,вечернее
361,24.10.2023,39,18,11395,0,Брючные атласные комплекты с принтом ,2950,комплекты,комплекты,05:47:41,ночное
362,23.10.2023,24,19,8286,1,Шикарные лиловые комплекты с поясом ,1690,комплекты,комплекты,09:58:01,утреннее
363,23.10.2023,37,43,9321,0,Укороченный свитер с горлом ,2550,свитеры,блузки/рубашки/свитера,07:45:31,утреннее
364,22.10.2023,51,38,11019,1,Малиновый свитер с открытой спинкой ,2250,свитеры,блузки/рубашки/свитера,15:33:18,дневное
365,22.10.2023,39,25,8190,2,Кружевной комплект с поясом цвета шампанского ,1790,комплекты,комплекты,11:42:21,утреннее
366,22.10.2023,80,64,24741,1,Трикотажные платья-макси с поясом сзади ,2890,платья,платья,09:06:05,утреннее
367,21.10.2023,29,32,15052,0,Cтильные брюки с высокой посадкой ,2590,брюки,брюки/комбинезоны/джинсы,20:39:10,вечернее
368,21.10.2023,37,31,15250,0,Джемпер с вырезом-сердечком ,2550,джемперы,блузки/рубашки/свитера,18:49:08,вечернее
369,21.10.2023,31,57,11432,0,Шикарный комплект белья с юбкой и перчатками ,1790,платья,платья,08:27:54,утреннее
370,20.10.2023,28,21,11176,0,Нежно-розовый тройной комплект белья ,1790,комплекты,комплекты,14:32:17,дневное
371,20.10.2023,66,46,13214,0,Изумрудные брючные костюмы из плотного атласа ,2950,костюмы,комплекты,07:35:04,утреннее
372,19.10.2023,71,45,22449,0,Хлопковые брючные комплекты с жилетом ,3550,комплекты,комплекты,20:17:14,вечернее
373,19.10.2023,25,32,12708,0,Нежно-розовый комплект белья с поясом ,1790,комплекты,комплекты,17:41:07,дневное
374,19.10.2023,38,28,16925,3,Трикотажные платья с фигурным декольте ,2690,платья,платья,13:36:59,дневное
375,19.10.2023,45,32,11226,0,Алый комплект белья с перчатками ,1790,комплекты,комплекты,08:21:18,утреннее
376,18.10.2023,45,20,15927,1,Платье в стиле кантри с поясом и принтом ,3250,платья,платья,16:42:39,дневное
377,13.10.2023,45,33,13474,0,Мягкие теплые костюмы со свитером-поло ,3390,костюмы,комплекты,11:48:45,утреннее
378,08.10.2023,61,55,13239,0,Комплект боди+перчатки+пояс в винном цвете ,1790,комплекты,комплекты,06:43:22,утреннее
379,06.10.2023,49,31,13700,2,Идеальный кружевной комплект с поясом ,1790,комплекты,комплекты,05:22:00,ночное
380,06.10.2023,49,46,13984,0,Чёрный топ с рукавами и ассиметричным вырезом ,1590,топы,блузки/рубашки/свитера,02:38:00,ночное
381,05.10.2023,24,20,12147,7,Брючные комплекты из струящейся плиссированной ткани ,3590,комплекты,комплекты,23:24:00,ночное
382,05.10.2023,36,23,8131,0,Комплект с ромашками из прозрачной сеточки ,1550,комплекты,комплекты,20:24:38,вечернее
383,05.10.2023,70,41,22326,0,Атласное платье с открытой спинкой ,2550,платья,платья,19:18:33,вечернее
384,05.10.2023,103,46,20844,1,Лиловые комплекты с цветочной вышивкой ,1790,комплекты,комплекты,08:14:28,утреннее
385,04.10.2023,79,34,20998,0,Трикотажные платья-миди с фигурным декольте ,2550,платья,платья,09:51:49,утреннее
386,03.10.2023,52,24,17628,0,Платье в стиле кантри с поясом и принтом ,3250,платья,платья,17:03:59,дневное
387,03.10.2023,41,50,16699,0,Комплект белья с юбкой со шнуровкой сзади ,1790,платья,платья,11:32:46,утреннее
388,02.10.2023,104,75,33591,4,Изумрудные брючные костюмы из плотного атласа ,2950,костюмы,комплекты,17:01:11,дневное
389,02.10.2023,713,797,141149,8,Комплект винного цвета боди+перчатки+пояс ,1790,комплекты,комплекты,00:25:00,ночное
390,01.10.2023,103,86,23012,3,Маленький чёрный комплект белья с поясом ,1590,комплекты,комплекты,06:34:23,утреннее
391,01.10.2023,61,32,17827,0,Брючный комплект с жилетом ,3550,комплекты,комплекты,02:26:16,ночное
392,30.09.2023,104,60,30085,1,Тёплые фактурные бомберы ,2950,бомберы,верхняя одежда,16:14:11,дневное
393,29.09.2023,103,79,20461,1,Комплект с поясом цвета шампанского ,1790,комплекты,комплекты,14:11:32,дневное
394,29.09.2023,38,21,29062,0,Хлопковые платья-рубашки с поясом ,2690,платья,платья,02:34:00,ночное
395,28.09.2023,13,9,8700,2,Рубашка корсетного кроя ,2150,рубашки,блузки/рубашки/свитера,23:45:00,ночное
396,28.09.2023,32,41,9978,0,"Комплект белья с перчатками, юбкой и поясом ",1790,платья,платья,19:55:32,вечернее
397,28.09.2023,24,13,11459,0,Белые юбочки из эко-кожи ,1890,платья,платья,06:15:28,утреннее
398,27.09.2023,26,28,8530,0,Надел-розовый комплект белья с поясом ,1690,комплекты,комплекты,16:01:18,дневное
399,27.09.2023,38,28,17925,0,Хлопковые комплекты для дома и пляжа ,2390,комплекты,комплекты,11:47:48,утреннее
400,27.09.2023,48,28,13420,0,Трикотажные джемперы с полуспущенными плечами ,1690,джемперы,блузки/рубашки/свитера,07:29:46,утреннее
401,27.09.2023,40,28,11933,0,Идеальные базовые водолазки с высоким воротом ,1100,водолазки,блузки/рубашки/свитера,05:04:00,ночное
402,27.09.2023,38,20,12973,0,Трикотажные платья-миди с красивой зоной декольте ,2550,платья,платья,02:08:00,ночное
403,26.09.2023,13,14,7441,0,Дизайнерские купальники молочного цвета с розами ,1790,купальники,купальники,22:42:00,ночное
404,26.09.2023,28,16,7377,0,Кремовый муслиновый комплект в кантри-стиле ,2990,комплекты,комплекты,20:09:56,вечернее
405,26.09.2023,28,18,8664,1,Платья-макси из хлопка в сердечко  ,2790,платья,платья,17:08:11,дневное
406,26.09.2023,36,41,17331,1,Приталенное платье-рубашка с корсетной вставкой ,2550,платья,платья,13:01:54,дневное
407,26.09.2023,64,57,16463,0,Комплекты из хлопкового муслина ,2690,комплекты,комплекты,07:04:53,утреннее
408,25.09.2023,50,51,11421,0,Комплект боди+перчатки+пояс в винном цвете ,1790,комплекты,комплекты,17:36:01,дневное
409,25.09.2023,41,23,11427,0,Малиновый комплект белья с поясом в сердечки ,1790,комплекты,комплекты,04:07:59,ночное
410,24.09.2023,59,28,16051,0,Платья с подъюбником в стиле кантри ,3250,платья,платья,17:53:09,дневное
411,24.09.2023,116,68,24001,1,Чернильные юбки на запахе ,1790,платья,платья,15:10:55,дневное
412,24.09.2023,53,70,18051,0,Идеальный чёрный комплект белья с поясом ,1690,комплекты,комплекты,12:40:40,дневное
413,24.09.2023,24,20,13385,3,Трикотажные топы с открытыми плечами ,1790,топы,блузки/рубашки/свитера,11:08:37,утреннее
414,24.09.2023,72,44,21480,5,Тёплые стильные куртки-бомберы ,2950,бомберы,верхняя одежда,06:23:11,утреннее
415,23.09.2023,49,39,18981,0,Мятный свитер-алло с фигурной вязкой ,1950,свитеры,блузки/рубашки/свитера,17:12:33,дневное
416,23.09.2023,65,25,10660,0,Комплект белья в горошек с поясом ,1690,комплекты,комплекты,09:46:37,утреннее
417,23.09.2023,52,37,11433,0,Дублёнки из мягкой замши с мехом ,3790,дублёнки,верхняя одежда,04:42:00,ночное
418,23.09.2023,437,171,74351,3,Рубашка с вышивкой ришелье ,1890,рубашки,блузки/рубашки/свитера,01:43:00,ночное
419,22.09.2023,52,20,26986,0,Атласные юбки-макси в двух оттенках ,1890,платья,платья,22:44:00,ночное
420,22.09.2023,23,13,6386,0,Платья с принтом и открытыми плечами ,2390,платья,платья,20:29:56,вечернее
421,22.09.2023,22,8,12730,0,Платья в стиле кантри с манжетами и воротником ,2790,платья,платья,18:17:13,вечернее
422,22.09.2023,23,43,8585,2,Шикарный комплект с юбкой и перчатками ,1790,платья,платья,15:57:08,дневное
423,22.09.2023,37,32,10311,4,Брючные костюмы с жакетом ,3550,костюмы,комплекты,11:59:37,утреннее
424,22.09.2023,51,59,12206,1,Трикотажные платья-макси с открытой спинкой ,2790,платья,платья,08:23:46,утреннее
425,22.09.2023,35,34,8114,0,Боди с поясом из эко-кожи ,1790,боди,блузки/рубашки/свитера,06:04:10,утреннее
426,22.09.2023,20,10,6681,0,Дизайнерские приталенные платья с объёмными рукавами ,2790,платья,платья,03:35:00,ночное
427,22.09.2023,183,119,41997,0,Комплект белья с цветочной вышивкой ,1690,комплекты,комплекты,00:25:00,ночное
428,21.09.2023,32,25,7269,0,Атласные комплекты с шортами ,2390,комплекты,комплекты,20:44:40,вечернее
429,21.09.2023,21,13,7491,2,Платья в стиле кантри с белым подьюбником  и поясом ,3250,платья,платья,17:31:42,дневное
430,21.09.2023,20,9,6738,0,Платье-макси из атласа небесного цвета ,2590,платья,платья,12:16:34,дневное
431,21.09.2023,24,14,6472,0,Удлиненная рубашка с юбкой-баской ,2690,платья,платья,08:31:45,утреннее
432,21.09.2023,21,6,15940,0,Перламутровые брючные комплекты ,3550,комплекты,комплекты,06:33:07,утреннее
433,21.09.2023,17,7,5835,0,Удлинённые мягкие джемперы в полоску ,2250,джемперы,блузки/рубашки/свитера,03:38:00,ночное
434,21.09.2023,34,36,52177,3,Укороченные топы скрученного кроя ,1450,топы,блузки/рубашки/свитера,00:14:00,ночное
435,20.09.2023,47,51,21441,1,Малиновые комплекты в сердечко ,1790,комплекты,комплекты,21:25:00,вечернее
436,20.09.2023,16,16,6113,0,Трикотажные джемперы с фигурным вырезом ,1690,джемперы,блузки/рубашки/свитера,19:08:48,вечернее
437,20.09.2023,19,16,5376,0,Атласное платье-макси с фигурной линией декольте ,2550,платья,платья,17:23:22,дневное
438,20.09.2023,23,14,6358,0,Идеальные брючные костюмы с жилетом ,3550,костюмы,комплекты,15:48:25,дневное
439,20.09.2023,16,15,5031,0,Трикотажные платья по фигуре ,2290,платья,платья,13:58:12,дневное
440,20.09.2023,28,11,6452,0,Удлинённые нежные кардиганы с вискозой и принтом в сердечко ,2390,кардиганы,верхняя одежда,09:35:06,утреннее
441,20.09.2023,122,66,41757,4,Изумрудные брючные костюмы из плотного атласа ,2950,костюмы,комплекты,07:11:10,утреннее
442,20.09.2023,38,24,23002,0,Комплект с шортиками и укороченной рубашкой в клетку  ,2890,комплекты,комплекты,04:04:00,ночное
443,20.09.2023,94,126,31831,0,Комплекты белья из сеточки в горошек ,1550,комплекты,комплекты,01:10:00,ночное
444,19.09.2023,31,22,19070,1,Шоколадные платья-миди с высоким воротом ,1950,платья,платья,22:20:00,ночное
445,19.09.2023,37,29,24470,0,Молочный тренч с поясом из эко-кожи ,4950,тренчи,верхняя одежда,19:46:00,вечернее
446,19.09.2023,19,19,4985,0,Комплект белья с перчатками и поясом ,1790,комплекты,комплекты,17:51:24,дневное
447,19.09.2023,46,27,12148,0,Мятно-серый свитер-поло ,1950,свитеры,блузки/рубашки/свитера,15:45:57,дневное
448,19.09.2023,21,12,11207,0,Комплекты из мягкого хлопкового муслина с принтом ,2690,комплекты,комплекты,14:24:00,дневное
449,19.09.2023,61,51,15137,0,Нежно-розовые комплекты белья с поясом ,1790,комплекты,комплекты,13:08:07,дневное
450,19.09.2023,47,47,11570,0,Пиджаки из эко-кожи в винтажном стиле ,3550,пиджаки,верхняя одежда,12:00:52,дневное
451,19.09.2023,40,30,9476,0,Платье-свитер на молнии в полосочку  ,2890,платья,платья,09:35:59,утреннее
452,19.09.2023,25,17,9374,0,Теплые жилеты с мехом из эко-кожи ,3790,жилеты,верхняя одежда,07:37:28,утреннее
453,19.09.2023,19,8,8040,0,Платья в стиле кантри со съёмным воротничком ,2690,платья,платья,06:25:26,утреннее
454,19.09.2023,46,24,14831,0,Мягкие тёплые костюмы с джемпером-поло ,3290,костюмы,комплекты,05:07:01,ночное
455,18.09.2023,69,30,17422,0,Молочные фактурные комплекты ,1950,комплекты,комплекты,18:50:21,вечернее
456,18.09.2023,55,32,9875,0,Комплекты белья в стиле бойфренда ,1550,комплекты,комплекты,16:32:32,дневное
457,18.09.2023,23,11,8037,1,Платья из воздушного шифона с принтом ,2890,платья,платья,12:58:52,дневное
458,18.09.2023,25,23,11316,0,Идеальный брючный комплект с жилетом ,3550,комплекты,комплекты,10:50:26,утреннее
459,18.09.2023,38,29,7122,0,Атласные тройные комплекты с шортиками ,2590,комплекты,комплекты,08:17:36,утреннее
460,18.09.2023,15,9,5627,1,Идеальные оверсайз-рубашки в клеточку из плотного хлопка ,2350,рубашки,блузки/рубашки/свитера,03:58:00,ночное
461,18.09.2023,23,16,5546,0,Шикарный комплект с поясом цвета шампанского ,1790,комплекты,комплекты,00:34:00,ночное
462,17.09.2023,27,7,6100,0,Атласные юбочки-миди с принтом зебры ,1950,платья,платья,21:14:00,вечернее
463,17.09.2023,20,9,6271,0,Лавандовая куртка-рубашка в клеточку ,2550,куртки,верхняя одежда,19:31:00,вечернее
464,17.09.2023,21,12,7882,0,Шикарный лиловый комплект с поясом ,1690,комплекты,комплекты,13:51:45,дневное
465,17.09.2023,16,18,7877,0,Стильные плотные бомберы ,2950,бомберы,верхняя одежда,12:20:40,дневное
466,17.09.2023,24,14,6319,0,Атласные платья со шнуровкой на спинке. ,2390,платья,платья,07:58:11,утреннее
467,17.09.2023,29,17,6518,0,Объёмные шорты с высокой посадкой ,1690,шорты,брюки/комбинезоны/джинсы,04:14:00,ночное
468,17.09.2023,54,36,17240,0,Стильные куртки-бомберы ,2950,бомберы,верхняя одежда,01:28:00,ночное
469,16.09.2023,117,119,27373,1,Бордовый боди с поясом и перчатками ,1790,боди,блузки/рубашки/свитера,22:33:41,ночное
470,16.09.2023,101,76,31858,1,Комплект из хлопкового мягкого муслина  ,2590,комплекты,комплекты,18:21:11,вечернее
471,16.09.2023,18,10,9130,0,Атласные трапециевидные платья в трех оттенках ,2250,платья,платья,08:43:57,утреннее
472,16.09.2023,16,13,7298,1,Бархатные платья с воротничком и рукавами из хлопка ,2890,платья,платья,05:38:00,ночное
473,16.09.2023,25,26,9714,0,Яркий кружевной комплект с поясом ,1790,комплекты,комплекты,03:48:00,ночное
474,16.09.2023,19,6,10498,0,Брючный комплект с жилетом в двух оттенках ,3250,комплекты,комплекты,01:42:00,ночное
475,15.09.2023,13,8,8268,0,Нежные атласные комплекты с принтом ,2550,комплекты,комплекты,21:22:00,вечернее
476,15.09.2023,31,30,6044,0,Нежные комплекты белья с поясом ,1790,комплекты,комплекты,14:00:38,дневное
477,15.09.2023,290,151,42913,11,Чернильнве юбки на запахе ,1790,платья,платья,09:37:41,утреннее
478,15.09.2023,30,19,9820,0,Платья-миди с цветочным принтом ,2390,платья,платья,08:27:53,утреннее
479,15.09.2023,23,10,11518,0,Брючный костюм с жилетом ассиметричного кроя ,3550,костюмы,комплекты,04:28:00,ночное
480,15.09.2023,26,20,4908,0,Черный тройной комплект белья в сеточку ,1790,комплекты,комплекты,02:02:00,ночное
481,14.09.2023,31,16,5441,1,Изящное платье бэби-долл ,3550,платья,платья,23:24:00,ночное
482,14.09.2023,23,10,4925,0,Платья со шнуровкой на спинке ,2390,платья,платья,20:06:19,вечернее
483,14.09.2023,18,14,6897,0,Укороченные дубленки из искусственной кожи ,3950,дублёнки,верхняя одежда,15:16:06,дневное
484,14.09.2023,30,31,5507,0,Оверсайз-рубашки в кантри стиле ,2250,рубашки,блузки/рубашки/свитера,13:27:37,дневное
485,14.09.2023,30,22,6536,0,Рубашки с воротником и принтом в сердечко ,2390,рубашки,блузки/рубашки/свитера,07:40:54,утреннее
486,14.09.2023,69,51,8376,0,Тройной комплект для дома из молочного атласа ,2590,комплекты,комплекты,05:08:00,ночное
487,14.09.2023,39,18,7148,0,Брючные костюмы с жилетом в двух оттенках ,3550,костюмы,комплекты,02:28:00,ночное
488,14.09.2023,62,23,27291,5,Белые юбочки из эко-кожи ,1890,платья,платья,00:42:00,ночное
489,13.09.2023,27,15,5967,0,"Трикотажные платья-макси с поясом и
юбкой-плиссе ",2850,платья,платья,20:21:53,вечернее
490,13.09.2023,25,11,6456,0,Нежно-розовые тройные комплекты ,1790,комплекты,комплекты,16:44:35,дневное
491,13.09.2023,59,38,26256,0,Трикотажные комплекты с шортами ,2290,комплекты,комплекты,13:59:58,дневное
492,13.09.2023,16,8,15981,0,Юбка-облако из плотного матового атласа ,1890,платья,платья,10:15:21,утреннее
493,13.09.2023,21,14,8961,0,Атласные платья-миди лазурного цвета ,2590,платья,платья,06:32:18,утреннее
494,12.09.2023,68,30,9042,0,Кружевные комплекты с широким лифом ,1590,комплекты,комплекты,19:36:44,вечернее
495,12.09.2023,96,55,25521,0,Пудровый костюм с шортиками ,2290,шорты,брюки/комбинезоны/джинсы,15:09:59,дневное
496,12.09.2023,57,34,14459,0,Свитер-поло крупной вязки ,1950,свитеры,блузки/рубашки/свитера,13:11:26,дневное
497,12.09.2023,43,37,14043,0,Фактурное платье-макси с поясом ,2590,платья,платья,07:44:09,утреннее
498,11.09.2023,34,27,12888,0,Кремовый комплект с шортами ,2250,комплекты,комплекты,16:45:24,дневное
499,11.09.2023,27,36,19833,0,Комплекты из нежного атласа с шортиками ,1890,комплекты,комплекты,08:06:33,утреннее
500,11.09.2023,12,7,6942,0,Маленькое черное платье с обьемным воротником ,2790,платья,платья,06:14:24,утреннее
501,10.09.2023,35,12,8283,0,Изумрудные атласные комплекты ,2990,комплекты,комплекты,13:00:08,дневное
502,09.09.2023,52,38,16352,0,Хлопковые комплекты для пляжа и дома ,2350,комплекты,комплекты,23:12:00,ночное
503,09.09.2023,34,28,12700,0,Тройной комплект белья с поясом ,1790,комплекты,комплекты,19:07:09,вечернее
504,09.09.2023,21,18,8469,0,Платье-свитер с рваным краем ,2350,платья,платья,08:07:02,утреннее
